"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreStartFixed","scoreEnd","scoreStartAgst","scoreStartAgstFixed","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5","transferKeyPctile","netpppPctile","opppPctile","dpppPctile"
"69524a6227b7ea9ac110c6c7","2695944-105097-1","2025-12-22T00:36:53Z","41098","2695944","3","1","105097","LMU (CA)","30","1","false","true","true","2270840-2291259-2291264-1688590-2118064","1","1","0","287","10:00","05:13","287","0","0","10","0","0","5","10","5","5","5","9","5","8","0","1","0","0","2","5","0","1","1","2","5","1","2","1","3","0","2","6","0","3","2","04:47","2","5","0.625","0","","7.93","8.86","8.395","1.261","0.5643","0.6967","2270840","Ivana Krajina","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.78","0.71","0.71"
"69524a6127b7ea9ac110bb44","2695944-105097-2","2025-12-22T00:36:53Z","41098","2695944","4","2","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2118064","1","1","287","287","05:13","05:13","0","10","10","11","5","5","5","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:00","0","0","","","0.5","0.8","0","0.4","1.25","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110c261","2695944-105097-3","2025-12-22T00:36:53Z","41098","2695944","5","3","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2481512","1","1","287","320","05:13","04:40","33","11","11","13","5","5","5","2","0","2","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","00:33","0","0","1","","","1","1","1","2","0","2","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2481512","Kayla Jones","","","",""
"69524a6227b7ea9ac110cd18","2695944-105097-4","2025-12-22T00:36:53Z","41098","2695944","6","4","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291259-2481512-1696172","1","1","320","537","04:40","01:03","217","13","13","23","5","5","11","10","6","4","4","4","3","3","1","1","1","2","4","1","1","2","0","3","6","3","5","0","1","0","2","1","0","1","1","03:37","2","2","1","1","0.5","5.8","5.93","5.865","1.7241","1.0118","0.7123","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2481512","Kayla Jones","1696172","Paula Reus Piza","0","0.79","0.9","0.4"
"69524a6127b7ea9ac110bd82","2695944-105097-5","2025-12-22T00:36:53Z","41098","2695944","7","5","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-2118064-1696172","1","1","537","600","01:03","00:00","63","23","23","23","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","2","0","0","0","0","0","0","01:03","1","0","","","","1","2","1.5","0","0","0","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"69524a6127b7ea9ac110bffa","2695944-105097-6","2025-12-22T00:36:53Z","41098","2695944","8","6","105097","LMU (CA)","30","1","false","true","true","1925105-2270840-2291264-1688590-2118064","2","2","600","702","10:00","08:18","102","23","23","25","11","11","11","2","0","2","1","3","1","2","0","1","0","0","1","0","0","2","0","0","2","0","1","0","1","0","0","0","0","1","0","01:42","2","1","0.5","0","","3","2","2.5","0.6667","0","0.6667","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.77","0.34","1"
"69524a6227b7ea9ac110d3ea","2695944-105097-7","2025-12-22T00:36:53Z","41098","2695944","9","7","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","2","2","702","815","08:18","06:25","113","25","25","25","11","11","16","0","5","-5","0","2","0","2","0","0","0","0","0","0","1","1","0","2","3","1","2","1","1","0","2","0","0","2","0","01:53","1","2","0","","","3","3","3","0","1.6667","-1.6667","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.03","0.13","0.12"
"69524a6227b7ea9ac110d281","2695944-105097-8","2025-12-22T00:36:53Z","41098","2695944","10","8","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2481512","2","2","815","867","06:25","05:33","52","25","25","25","16","16","19","0","3","-3","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","0","00:52","0","1","","0","","1","2","1.5","0","1.5","-1.5","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2481512","Kayla Jones","","","",""
"69524a6227b7ea9ac110cc4b","2695944-105097-9","2025-12-22T00:36:53Z","41098","2695944","11","9","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291259-1688590-2481512","2","2","867","943","05:33","04:17","76","25","25","27","19","19","21","2","2","0","0","1","0","1","0","0","2","2","0","1","1","0","1","1","1","1","1","0","0","0","1","1","0","0","0","01:16","1","0","0","","1","1.73","2","1.865","1.1561","1","0.1561","2138783","Jess Lawson","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","2481512","Kayla Jones","","","",""
"69524a6327b7ea9ac110d6f6","2695944-105097-10","2025-12-22T00:36:53Z","41098","2695944","12","10","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291259-1688590-2118064","2","2","943","956","04:17","04:04","13","27","27","29","21","21","23","2","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","00:13","0","0","","","1","0.8","1","0.9","2.5","2","0.5","2138783","Jess Lawson","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110d342","2695944-105097-11","2025-12-22T00:36:53Z","41098","2695944","13","11","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","2","2","956","1055","04:04","02:25","99","29","29","34","23","23","25","5","2","3","1","2","1","2","0","0","3","3","0","0","0","0","1","1","2","1","2","0","0","1","0","0","0","0","1","01:39","1","1","0.5","","1","2.13","1.33","1.73","2.3474","1.5038","0.8437","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6127b7ea9ac110bbc1","2695944-105097-12","2025-12-22T00:36:53Z","41098","2695944","14","12","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-2118064-1696172","2","2","1055","1055","02:25","02:25","0","34","34","36","25","25","25","2","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:00","0","0","","","1","0.8","0","0.4","2.5","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"69524a6227b7ea9ac110c587","2695944-105097-13","2025-12-22T00:36:53Z","41098","2695944","15","13","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291259-2118064-1696172","2","2","1055","1122","02:25","01:18","67","36","36","36","25","25","26","0","1","-1","0","2","0","1","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","2","0","1","0","2","1","01:07","1","3","0","0","","2","2.265","2.1325","0","0.4415","-0.4415","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"69524a6127b7ea9ac110bfdb","2695944-105097-14","2025-12-22T00:36:53Z","41098","2695944","16","14","105097","LMU (CA)","30","1","false","true","false","2118049-1925105-2270840-2118064-1696172","2","2","1122","1200","01:18","00:00","78","36","36","37","26","26","26","1","0","1","0","1","0","1","0","0","1","2","0","0","0","3","0","0","3","0","1","0","2","0","0","0","0","2","0","01:18","3","2","0","","0.5","1.8","3","2.4","0.5556","0","0.5556","2118049","Mari Somvichian","1925105","Andjela Matic","2270840","Ivana Krajina","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
